userName,at,score,content,reviewId
Pengguna Google,2025-02-22 15:58:46,1,"CUSTOMER SERVICE WHATSAPP GAK KOMPETEN. Saya kecewa dengan fitur skip latihan pengucapan yang hanya bisa 3x, padahal berbayar. Lidah saya ga mungkin bisa langsung fasih lah. Itu CUSTOM SERVICE MALAH DIEM DOANG. GAK BALES. BORO-BORO BALES "" BAIK AKAN SAYA SAMPAIKAN"" MALAH DIEM!!!",393573c0-2705-48e4-9309-b76299089993
Pengguna Google,2025-02-19 23:49:23,5,"Please ELSA, ajarkan saya lebih banyak lagi.",17f18473-811f-4722-a860-6c1438e58c10
Pengguna Google,2025-02-19 10:57:11,5,pen lancar b inggris wak,ff00b0f6-b781-4513-a94a-001f9e65f6e4
Pengguna Google,2025-02-18 03:59:11,4,"Hy... don't worries for learn english here. here is complitaly. you can speaking with AI, get help for saying about unfamiliar words of say and exparience to practice english everyday. and you can get all of that by free altought limited.",5cbc23df-3a70-48d2-ba77-00f30c5c6adb
Pengguna Google,2025-02-18 02:44:14,5,the app is good. i love it,8a4aa889-7b61-40a6-ac23-b9ce3654fce4
Pengguna Google,2025-02-18 00:23:01,5,good,bf8a703a-793b-4639-8963-96424ac0e4f8
Pengguna Google,2025-02-17 23:17:00,5,great app to study english,79b9631f-d822-46a3-9887-f4b3524cad00
Pengguna Google,2025-02-17 16:27:06,5,"Great app for learning a conversation, and for EAP of course.",df28327d-cc2f-47cf-9e77-f4c0b15bd0ca
Pengguna Google,2025-02-16 00:36:38,5,Good sangat membantu untuk belajar bahasa Inggris,28e5382c-adec-4ec8-9080-6b06ee424943
Pengguna Google,2025-02-14 14:01:49,4,Sangat membantu untuk meningkatkan kemampuan bahasa inggris,1f223dd3-5370-4291-9566-c3dbb982b15d
Pengguna Google,2025-02-14 09:41:37,4,Aplikasi yang sangat membantu,c94617c5-28e2-4304-9f3d-4aa6351a1ff8
Pengguna Google,2025-02-12 14:16:15,5,BEST LEARNING ENGLISH APP!!,347bb2b4-2046-40b2-974d-a8c5120f02a3
Pengguna Google,2025-02-12 08:42:00,1,Trial 7 days finished and paid done but still dosn't work,0bd5b244-09fc-4df6-930a-cf2ae8781e1b
Pengguna Google,2025-02-12 07:27:12,5,nice,2cc08d01-fc5c-49ce-91e6-665ad63d2142
Pengguna Google,2025-02-12 02:56:32,5,apknya baguss sukaaaakkkkkk,d1eb99e8-0102-47ce-93c6-0f7c2dfc135f
Pengguna Google,2025-02-11 03:46:46,5,it's helpful,53e50f32-e125-4bfe-9b1a-0d1e3d024a9c
Pengguna Google,2025-02-10 16:32:31,1,"Hapus akun di persulit Gimana cara halus akun, kok cuman loading lama, gak bisa gapus akun",5748738e-4d09-4ea0-a162-38a37eb33d8a
Pengguna Google,2025-02-09 22:16:06,5,good apps ever,0dc439ab-b1e6-4773-b3a5-9c21620119ac
Pengguna Google,2025-02-06 09:41:35,5,"Cocok untuk belajar speaking, Bintang yang berbicara 👍🏻",9e9bf2b7-f366-4aac-bfa0-fb40c9eda677
Pengguna Google,2025-02-04 15:41:01,5,Nice app...i like its...powerfull,fd755b63-1a83-4abc-8785-a2128438aa42
Pengguna Google,2025-02-02 04:10:44,5,Excellence,4771a33e-b8a4-435c-98b8-b5ec0e136a51
Pengguna Google,2025-02-01 22:57:54,5,"no komen, kenapa ga dari dulu saya tau AI ini",a0dd3c0a-2887-4a13-8a27-3b9091d9b5e7
Pengguna Google,2025-02-01 11:08:33,5,"bagus, keren. recomended",a5fc781c-cdf5-4fc6-a7c8-b5d67a6a92c6
Pengguna Google,2025-01-31 22:31:07,5,Bagus sii tapi bayar,7a9b83a8-2e9e-4a4c-9e50-c082fdebd118
Pengguna Google,2025-01-31 16:05:13,5,wow I'm so into about this app the app is so great to people who wants to speak English like as native speaker thank you Elsa! this is so great,2375d8d0-c355-4615-b5ce-964685c801a6
Pengguna Google,2025-01-29 14:05:43,5,aplikasi yg Sangat bagus membantu saya belajar bahasa inggris,85545bd2-1c20-4641-b97a-f363d8f69357
Pengguna Google,2025-01-28 21:27:03,5,nich aplication,87c9a51b-2b80-4359-815d-0aa730ca00fc
Pengguna Google,2025-01-28 15:57:05,4,elsa speak ini sangat membantu saya dalam mempelajari bahasa Inggris (speak inglish),d37d090a-4996-4e36-9650-fa0d154cf9f5
Pengguna Google,2025-01-28 11:06:12,5,"Very good AI, i love this",91a8a3bd-239d-465a-b1be-11b8f1e9d42d
Pengguna Google,2025-01-28 05:28:41,5,good aplikasi,ee232bac-6c66-47e4-a54e-36a2b6a127c4
Pengguna Google,2025-01-27 14:04:37,2,"bagus tapi saya harap bisa menikmati plajaran dengan santai dalam versi gratis, thank u",a6c54b78-036e-4ee8-b8ab-b0f46c003a2e
Pengguna Google,2025-01-27 11:01:27,5,"I hope the subscription price can be lowered, so that more people can afford it.",7ff4214b-fc75-4e44-aae2-2c4e0e832a68
Pengguna Google,2025-01-26 05:49:11,5,"this app is great, i can speak with native speaker, make me challenge to learn speaking more",e25d491c-fac3-4ea2-8bfd-5bbc0e38047f
Pengguna Google,2025-01-26 00:37:31,5,bagus,b43c2b72-1b58-4004-9bac-f83b3440fc6a
Pengguna Google,2025-01-25 16:19:47,5,"Bagus, cuma emg kuota gratisnya sedikit",bcc283fa-8b27-44db-8a5d-81b9c8346ff7
Pengguna Google,2025-01-25 02:16:15,5,this app very helpfull for me,e3b2a50a-87d3-4d39-a472-39a9356fedc6
Pengguna Google,2025-01-24 16:02:44,5,Luar biasaa,50bbdcc1-2fd1-4775-9b1e-6087f3fc9d58
Pengguna Google,2025-01-23 00:37:27,4,luar biasa,b66c9937-c40e-4cbf-9f14-e90133630bfb
Pengguna Google,2025-01-22 14:57:39,5,"sangat membantu untuk belajar, namun untuk kuota belajar versi gratis nya apakah dapat di tingkatkan lagi",5ad0a303-067a-478f-b2ea-89f13dbf0af0
Pengguna Google,2025-01-22 14:15:41,5,great,be8af59f-cf83-4236-97d5-9da50b33793e
Pengguna Google,2025-01-22 09:54:01,5,"Aplikasinya bagus banget, bisa belajar pronounciation yg bener kaya gimana, ada games2 serunya juga sama bisa praktek speaking dengan tema tertentu. Saran sih krn sudah ada AInya, bikin menu bisa call langsung sama AI jadi bisa freely speaking tanpa batas waktu juga. Plus ada menu feedback grammar dan word yg benar di setiap kalimat yg dikirimkan. Supaya bisa berasa speaking langsung sama orang gitu. Mantap tik ELSA",594bf745-2e68-4e9d-a6ab-e925a3861980
Pengguna Google,2025-01-21 13:06:17,1,"lebih baik gak usah bikin aplikasi yang banyak bug dan jelek kayak begini, jaringan oke tapi gak bisa di buka banyak bug dan loading nya lama kalu bisa reting 0 sudah ku taruh 😡😤",44a9c822-7ff1-4b05-8f1d-d5d9f98c178e
Pengguna Google,2025-01-21 04:00:21,2,"Saya sudah berlangganan setahun,Awalnya bagus,namun setelah sebulan,progres pelajaran saya hilang dan status saya berubah menjadi Free dan diarahkan utk upgrade(membayar kembali).sudah kirim email pengaduan,namun tidak ada tanggapan.",c236fea6-c3ea-48c4-a79e-79f48b4f0906
Pengguna Google,2025-01-20 12:24:28,3,Poor,8d686870-df82-4c19-832f-59c7a294d35e
Pengguna Google,2025-01-19 14:58:37,2,sementara 2 bintang dulu ya,2930859d-76f9-4a52-ba9e-6ee1770bf15a
Pengguna Google,2025-01-18 04:27:24,5,perfect kanggo ajaran,00dc8cbb-4d08-430d-afe0-628fe57be5dd
Pengguna Google,2025-01-16 15:54:31,5,"mantap, membantu sekaliii",564d2f4e-f3d3-43f1-bec0-3e0295d26824
Pengguna Google,2025-01-16 10:14:01,4,sangat bagus aplikasi ini,a23a9c9b-dc10-4fa2-bd45-8768790bf74b
Pengguna Google,2025-01-15 11:02:06,5,I like it,6866e4ef-4de3-4bae-a242-6933aba50bd3
Pengguna Google,2025-01-14 23:23:04,5,senang rasanya bisa bercakap cakap secara langsung dan dikoreksi langsung oleh Elsa...dan pengucapannya suka bagus tidak kaku ..thanks.,a6b5b314-b31a-4994-9153-ce1e58edf8cd
Pengguna Google,2025-01-14 13:38:46,5,Baru mencoba,076de5f1-f6ff-4a46-8262-31e3a0230f20
Pengguna Google,2025-01-14 09:37:41,1,beda dengan versi ios di mana per kata pada tiap tugas diberikan terjemahan ke Indonesia,0b65ce9d-f311-4357-b3a5-a19b0ade1aa6
Pengguna Google,2025-01-14 05:59:45,5,helpful,37668e4e-0d53-4581-962b-1a68db467c3d
Pengguna Google,2025-01-13 14:08:03,5,"cukup membantu selama seminggu, itupun jika kamu memberikan layanan gratis, ini tidak terlalu buruk, tapi tolong berikan layanan yang gratis dan tidak berbayar 🙏😭☺️",e16abbfa-229e-4234-a2f4-9fa14e632754
Pengguna Google,2025-01-13 13:28:31,3,gua kira ini gratis ternyata harus bayar,0c419e7e-d984-4e8a-adc3-e4980a83595b
Pengguna Google,2025-01-12 14:39:19,5,sangat bagus,7e4afaf4-93fc-4ad0-91d4-2d8f23dc84fe
Pengguna Google,2025-01-10 08:25:15,5,Berapa administrasi di ELSA & bagaimana metode pembayaran nya?? Mohon infonya🙏,4522ee32-63bf-4878-bce9-8bf65d8c9698
Pengguna Google,2025-01-10 01:33:52,5,"it""s a good app for education",8697f5a4-5fc5-4e08-8901-7dfe3dd1f63b
Pengguna Google,2025-01-09 12:43:52,5,ʙɢs ʙᴇᴛ,7ff4267e-c982-4624-87cf-846b9237fb77
Pengguna Google,2025-01-07 08:47:48,5,bagus. rekomendasi untuk belajar percakapannya,dbf2dbf4-fee7-49e4-a09a-ff1ea767b5af
Pengguna Google,2025-01-07 00:56:53,5,great application to enhance my ability to speak in english language,23feaf02-bde2-4954-829c-00e038e1d5a7
Pengguna Google,2025-01-06 06:08:33,5,really useful and helpful,99881c8e-9c10-4af8-ada2-90a815beb803
Pengguna Google,2025-01-04 16:05:46,5,sangatbmantap,a091a4dd-e4c2-4d54-bf4a-5f0e70bfc022
Pengguna Google,2025-01-03 22:22:23,5,to improve .my speaking,74bd7e87-6f46-45b7-921d-4efa09d69441
Pengguna Google,2025-01-03 14:20:26,5,good,86c2c448-0d3c-4fb7-911c-c02717e7d392
Pengguna Google,2025-01-03 03:21:42,5,Pokoknýa ini sangat membantu ban gat🥳🥰,127d25f5-033f-4576-895f-4d94fc5759ab
Pengguna Google,2025-01-01 17:06:11,5,i like it,9f0709e1-8466-4b86-9689-31f64d210c5f
Pengguna Google,2024-12-31 08:54:50,5,banyak membantu,4fc01e5b-363e-4aa6-9f60-27ee31c4f293
Pengguna Google,2024-12-31 02:09:34,5,Baru donwlod tapi belum di buka aplikasinya,6079fc16-e7d1-4b59-a85f-4225570b8b6c
Pengguna Google,2024-12-30 14:49:00,5,"ih serius ini aplikasi bagus banget, cocok banget buat yang mau belajar inggris",dce251fa-1d91-46d7-aec7-8527993b8652
Pengguna Google,2024-12-29 07:52:28,5,sangat bagus untuk belajar bahasa inggris,f48abb53-5065-4531-af5a-7a47750aa734
Pengguna Google,2024-12-29 06:36:23,5,waah menariiiiik😍,2b06fedb-0349-4943-b2ca-7aaacc036551
Pengguna Google,2024-12-28 00:44:02,1,"Sudah langganan setahun. Pas buka kembali malah terbaca gratis, tidak premium. Langganannya dari Agustus, lah ini masih Desember. Silakan dikoreksi aplikasinya.",6f7a4e6d-aefd-43dc-9034-8ad1924d0752
Pengguna Google,2024-12-27 12:47:57,4,"cukup bagus, tp terlalu banyak batasan buat pengguna gratis",c2c1beff-002a-41b1-b0de-12f5885adb92
Pengguna Google,2024-12-27 01:55:26,5,nice to practice my English skill,bb7e5ace-9040-4a44-852d-6f110e9fb95f
Pengguna Google,2024-12-26 15:15:40,5,Bermanfaat sekali,0078c683-ce45-468f-bfaa-81e1eead7e2e
Pengguna Google,2024-12-26 12:10:42,5,good apk,ffd050cb-bf0d-46d9-871c-4c9fee3af95a
Pengguna Google,2024-12-25 04:26:34,5,Admin sangat fast respon dan solutif 👏🏻,8b27a761-2362-4bc2-ab3e-aedc4b89053a
Pengguna Google,2024-12-24 14:45:50,5,good,d7d7b41b-314b-4253-913f-7e6dc98892ed
Pengguna Google,2024-12-23 09:34:10,5,such a lovely app,efd2cc22-ed90-477a-a3ee-0dbce50d230f
Pengguna Google,2024-12-23 04:30:14,5,"baguss,, bisa ngobrol jadi cocok untuk latihan speaking. ada masukannya terhadap speaking kita. makasih banyakk",1e602250-a3d5-4719-b141-f64f7709f8be
Pengguna Google,2024-12-22 08:41:57,5,good aplication,32cd2726-45a3-4069-ab10-aa7c6bc2d31a
Pengguna Google,2024-12-22 02:02:52,5,lumayan . cuma AI nya kurang luas ngomongnya,5f14022f-918b-4c5a-a327-40bfe691cbd3
Pengguna Google,2024-12-20 06:19:19,5,this apps is Verry nice,1893bacf-a222-42f9-b9aa-5b8fac21f499
Pengguna Google,2024-12-20 01:03:20,3,Lumayan. Sayangnya limited,62aa2a1b-7fc2-4f6b-a450-e24b770697d8
Pengguna Google,2024-12-19 11:33:53,5,yey,3000e1dd-92c0-4c02-9e50-a3f850d5b1bb
Pengguna Google,2024-12-18 13:39:06,5,this app is very good 😙,5e7cd300-6f86-4edf-ac9d-be4a5cb4b789
Pengguna Google,2024-12-16 14:23:37,5,cool apps,deaa81e9-7d52-45ca-a5d9-fac30705816b
Pengguna Google,2024-12-16 06:49:38,5,"niceeee ,👍🏼👍🏼",104d07a3-e583-4813-8685-c1fa35960e1f
Pengguna Google,2024-12-14 19:31:01,5,good. wajib download,67465a31-9eb0-4e83-8bd3-149ad3b5d691
Pengguna Google,2024-12-13 10:10:24,5,very helpfull to study English,64504404-573e-4001-86db-6a1f375160b3
Pengguna Google,2024-12-13 05:30:52,5,Sumpah ngebantu bangett deh pake ini,c016f40c-b0ce-4134-b6ce-d479136b9a63
Pengguna Google,2024-12-12 06:02:42,5,sangat bermanfaat,911747c2-7871-4aa5-8f4e-e083c0089dfa
Pengguna Google,2024-12-10 12:41:15,5,bagussss,0b9db4e3-23b0-4f19-9b6d-f6f862799fcf
Pengguna Google,2024-12-10 06:38:00,5,Sangat direkomendasikan bagi pemula,9066f643-407c-4097-aee9-3163fadf5360
Pengguna Google,2024-12-09 01:14:30,5,"mantap, untuk mengasah nalar dan kepercayaan diri",328cdefc-e479-4cc1-823b-689176f8b272
Pengguna Google,2024-12-08 10:56:21,4,"baguss ,cocok juga buaat belajar ngomongnya, cuma harus bayar aja sii",6f4f990c-428b-40ee-85db-629b9aa42dae
Pengguna Google,2024-12-08 04:53:30,1,"Aplikasi berbayar, mending les offline aja deh",ab69a4ab-2f82-4711-aeb4-98683cf5b2f4
Pengguna Google,2024-12-07 14:47:54,5,keren,59b02450-ad79-43c9-93c8-d0bfba31c2a6
Pengguna Google,2024-12-07 10:33:22,5,nice,28c749f8-eb7c-4d29-b32c-fbb803f0f7a5
Pengguna Google,2024-12-07 06:28:55,5,Awesome😊,982e2243-201c-467e-9d4f-bce0428642c3
Pengguna Google,2024-12-05 13:24:18,5,"nice application,, so i can learning english with confidence, thanks",27a46cda-5b6f-4bb5-b539-8fd8f7c23f38
Pengguna Google,2024-12-05 07:23:11,1,"Aplikasi nya bagus, saya sudah melakukan payment untuk mengikuti program IELTS pro, namun status aplikasi tetap tidak ada yg berubah. Beberapa hari kemudian ada notifikasi pembayaran gagal dari email. Namun refund tidak saya dapatkan kembali. Tidak ada dukungan live support. Aplikasi Payah.",34e3ca13-b346-4860-889d-91290c0f88f6
Pengguna Google,2024-12-04 04:15:44,5,this application is so good....but unfortunately if you want to continue training you have to pay... but so far so good,12ff740e-e6f8-46da-8a27-b37c85841e30
Pengguna Google,2024-12-02 15:29:46,5,"it is a really good application for study english. in this application, i can practicing pronounciation, grammar, conversation, words skill, etc. so funny to learn english through this app. thank you for developer to create this amazing application.",2f27a60a-5779-41c5-b3af-7a4dddfabaf6
Pengguna Google,2024-11-30 11:14:06,3,bagus,435c8951-7dba-478d-9e5e-b0db9511ee0f
Pengguna Google,2024-11-30 03:55:19,5,l like this program,c3926860-457c-46bf-a04c-a9030316a29c
Pengguna Google,2024-11-29 09:33:06,1,"The app is error. When I turn on the mic and try to talk, the mic back to off",03f1794f-bff0-4da6-b2fd-193e35d5fdfc
Pengguna Google,2024-11-28 14:17:30,5,it is very interesting and I am very happy learning english by Elsa speak,5b10ee6c-3214-4da6-87ff-fd9a8c5e8e84
Pengguna Google,2024-11-26 13:30:03,1,"Jangan coba² mencet uji coba,kek gw, dana otomatis di potong 765,900 ilang seketika.minta kembalikan dana gk bisa anjig",b33a34ec-4597-469c-a69a-687c04309e47
Pengguna Google,2024-11-26 05:24:43,1,"Udah daftar pro 3 bulan, malah tidak bisa dibuka aplikasinya",152daa01-c64e-49cb-8891-14cc8cc8d8af
Pengguna Google,2024-11-25 04:20:47,5,Sangat efektif,9a6f310d-e603-4326-ada9-d8cc441023f8
Pengguna Google,2024-11-23 00:48:19,5,Disarankan untuk yang masih kurang dalam speaking bisa berlatih bersama di aplikasi ini 😚,e45423d3-1cfb-4830-9083-b230ff4ffdc3
Pengguna Google,2024-11-22 02:36:34,4,nice apps,b53ff699-d9fa-40ec-bce3-908a166f1cd9
Pengguna Google,2024-11-20 15:21:30,4,saya sudah melakukan pembayan tpi tidak terlihat aplikasi nya sudah ke pro... dimana perbedaan nya aplikasi yg berbayar dab yg free,5541f300-6f18-4bed-9611-911ea9cd4c63
Pengguna Google,2024-11-20 11:20:21,5,BagusMbatu,7c887b4f-3cd0-4e4a-9887-c76ea2986d9e
Pengguna Google,2024-11-19 14:50:44,1,sai,8aa07d90-537b-476f-9bcf-b6b385a69b29
Pengguna Google,2024-11-19 08:59:24,5,top,fb9ed4ca-15a1-4d3e-a803-f6add19d2923
